108 154
192.363,190.498,190.504,190.531,190.537,190.546,191.634,197.019,196.855,196.766,196.828,196.819,196.769,196.794,196.712,196.704,196.845,197.092,197.281,198.696,200.571,205.952,211.951,214.8,212.015,201.743,200.269,200.243,200.856,204.034,208.858,211.692,215.444,216.594,217.128,214.593,218.342,219.324,220.219,224.638,224.578,228.139,229.664,229.772,228.823,227.998,237.911,243.111,239.288,239.159,240.495,246.679,252.559,255.667,257.585,257.05,256.047,255.574,252.932,249.429,243.899,241.617,242.771,248.253,252.418,257.274,262.865,264.943,269.551,280.736,280.912,267.358,263.853,259.863,256.545,248.289,238.493,230.049,226.311,216.684,211.698,208.898,208.034,213.724,218.991,226.396,230.249,230.887,230.097,228.917,225.598,216.604,212.9,211.934,207.396,202.77,202.481,199.885,199.145,198.937,198.862,199.214,199.14,199.382,199.745,199.196,199.253,198.501,198.418,197.973,197.946,197.869,197.703,197.287,197.358,196.644,196.423,196.328,196.278,196.25,196.21,196.435,196.749,197.841,199.832,198.319,202.177,201.409,204.526,209.113,209.34,203.112,200.624,201.956,202.222,201.294,200.467,199.666,199.387,198.647,197.96,197.814,196.891,196.024,195.467,194.996,194.771,194.372,193.91,194.088,193.772,194.146,193.907,194.21,
190.476,190.476,190.492,191.448,196.734,196.877,196.888,196.792,196.825,196.818,196.798,196.856,196.69,196.605,196.625,196.709,197.112,198.559,199.194,201.833,208.371,213.521,215.16,214.348,212.657,209.186,210.686,208.295,206.354,202.985,203.064,203.585,205.288,206.281,206.495,207.499,209.725,211.716,212.312,215.074,217.113,218.085,217.33,218.766,219.74,229.13,241.304,243.975,239.233,239.776,245.083,248.921,252.748,254.781,253.531,253.49,250.266,249.213,244.835,240.263,237.79,243.055,247.817,251.286,254.015,259.132,265.215,265.19,271.849,281.928,281.942,270.912,265.275,260.793,255.859,246.524,236.807,230.122,226.829,217.828,211.466,207.033,208.186,210.323,213.9,218.74,223.284,223.559,220.8,216.276,213.603,209.786,205.647,203.698,201.108,199.031,198.339,198.177,197.814,197.698,198.025,199.062,198.314,198.439,198.506,198.268,198.86,197.831,197.93,197.581,197.245,197.094,197.162,196.694,196.664,196.093,196.042,196.002,195.786,195.957,196.187,195.876,196.004,195.994,196.258,196.255,197.245,199.546,204.402,207.808,207.965,201.708,200.297,200.432,199.939,199.518,199.505,198.824,198.842,197.956,197.402,197.093,196.412,196.062,195.287,195.027,194.73,194.169,194.031,194.318,193.759,194.042,194.158,194.189,
194.052,196.458,196.637,196.854,196.743,197.006,196.925,196.78,196.796,196.842,196.732,196.715,196.599,196.307,196.45,196.925,199.213,199.398,203.144,206.399,212.464,215.081,215.773,214.819,210.792,215.017,217.51,216.706,216.85,215.475,215.379,212.809,211.481,210.816,211.027,213.661,215.405,215.781,214.192,214.264,214.985,216.792,217.542,219.098,221.988,232.154,243.89,245.035,239.8,240.624,245.954,250.443,252.325,251.401,249.729,245.699,242.145,240.131,237.289,236.24,243.019,246.502,247.972,252.232,256.094,260.863,265.206,265.233,276.01,281.219,275.698,266.365,262.668,258.845,251.636,243.333,234.896,229.495,226.268,217.507,211.319,207.937,207.888,208.251,211.113,210.993,213.301,213.032,212.793,210.683,207.634,202.386,200.994,198.225,197.048,196.717,196.61,196.808,196.956,197.421,197.416,197.799,197.706,197.694,197.956,197.523,197.415,197.212,196.852,196.809,196.642,196.484,196.733,196.265,196.218,195.636,195.872,195.708,195.558,195.633,195.93,196.013,195.936,195.949,196.286,196.271,196.469,197.646,204.361,206.467,206.364,200.2,198.908,198.149,198.955,197.264,198.766,198.055,198.216,197.544,196.819,196.427,196.218,195.768,195.163,194.886,194.729,193.925,194.32,194.046,193.848,194.144,194.092,194.121,
196.792,196.937,196.796,196.648,196.786,196.911,196.909,196.987,196.644,196.693,196.615,196.296,196.179,196.326,197.317,198.647,199.751,203.434,210.672,210.879,214.327,215.943,216.254,215.697,213.14,215.013,219.043,222.067,225.628,224.412,220.077,218.312,217.105,216.719,216.257,216.617,219.546,220.047,219.488,220.076,219.927,222.285,223.776,221.624,224.814,234.403,245.633,246.411,243.241,241.668,248.068,250.098,249.289,243.989,239.869,238.021,236.114,234.836,237.559,243.372,244.143,245.033,246.136,249.603,252.832,260.583,263.633,265.457,271.5,278.766,268.035,263.139,260.093,255.703,249.536,241.047,233.139,229.055,225.634,216.845,211.878,208.215,206.627,206.21,206.087,206.809,206.963,207.405,206.57,204.178,202.283,199.107,197.804,197.171,196.822,196.459,196.437,196.408,196.411,196.659,196.861,197.293,197.095,197.202,197.241,196.847,197.071,196.634,196.785,196.327,196.253,196.04,195.794,195.655,196.216,196.099,195.898,195.258,195.252,195.07,193.76,194.068,193.75,194.747,195.832,196.117,195.913,196.507,202.692,204.639,204.191,198.492,198.193,197.895,197.779,197.802,197.702,197.245,196.994,196.634,196.311,195.977,195.548,195.124,194.685,194.237,193.905,193.782,193.957,193.933,193.938,194.306,194.096,194.054,
196.914,196.821,196.733,196.642,196.758,196.845,196.694,196.592,196.442,196.582,196.088,196.015,196.387,199.255,199.703,201.781,209.174,212.523,212.769,213.701,215.59,216.41,216.983,216.842,216.105,217.075,220.043,227.708,231.721,234.077,232.344,231.086,230.316,230.049,230.277,229.335,226.394,226.208,229.009,228.325,229.74,230.735,230.637,229.038,227.294,236.75,246.818,246.482,243.425,245.23,248.584,247.02,239.595,236.194,233.232,232.367,232.781,234.383,236.364,240.044,247.306,253.208,254.696,253.079,255.012,260.26,262.77,265.038,270.324,278.182,267.035,262.368,258.237,250.862,242.857,235.612,230.527,228.005,224.083,215.038,211.434,207.769,204.627,204.49,204.854,204.31,203.699,202.91,201.761,200.571,199.387,198.275,197.408,196.804,196.318,195.947,195.865,195.916,196.043,196.228,196.374,196.433,196.587,196.669,196.555,196.349,196.191,196.087,196.016,195.878,195.77,195.706,195.484,195.356,195.242,195.182,195.112,194.98,194.776,194.811,194.729,194.694,194.762,194.895,195.215,195.622,196.104,196.582,197.143,197.768,198.169,198.447,198.572,198.562,198.417,197.972,196.94,196.588,196.246,195.999,195.598,195.113,194.653,193.67,193.725,193.611,193.578,193.619,193.933,193.66,193.673,193.784,193.709,193.638,
196.779,196.641,196.607,196.625,196.632,196.493,196.402,196.256,196.235,196.096,196.111,196.491,199.476,199.336,203.915,214.051,214.258,214.513,214.73,215.543,216.068,216.841,217.213,217.639,218.797,220.503,222.748,228.635,232.735,238.226,241.097,241.368,240.909,239.461,237.902,236.438,232.961,233.364,236.367,236.172,237.521,238.9,237.229,235.847,232.804,237.456,247.506,247.788,248.777,248.408,248.125,239.926,233.762,230.52,231.238,233.36,236.155,241.068,247.762,251.725,252.171,257.607,259.863,259.078,259.121,262.104,263.464,266.184,273.856,275.965,266.129,261.641,256.205,246.974,236.814,230.459,228.518,225.429,217.27,213.479,210.243,206.599,205.695,203.981,203.713,203.37,203.808,203.299,201.119,198.807,198.556,198.141,197.479,196.899,196.458,196.221,195.824,195.532,195.572,195.681,195.335,195.858,196.077,195.918,196.011,195.631,195.936,196.312,195.352,195.819,195.383,194.644,194.686,194.43,194.748,195.243,194.92,194.719,194.073,194.157,193.977,194.577,194.239,194.398,194.334,194.709,196.081,197.481,203.418,203.494,201.084,197.008,197.788,198.861,199.041,196.461,196.073,196.292,195.917,195.035,195.21,194.392,193.033,193.289,193.629,193.528,193.285,193.16,193.302,193.483,193.592,193.611,193.617,193.686,
196.619,196.54,196.531,196.506,196.242,196.129,196.042,196.665,196.063,196.21,196.606,199.765,200.533,201.937,205.601,214.806,214.825,214.965,215.307,215.791,216.183,216.645,217.244,218.595,220.377,223.716,228.245,230.971,235.127,238.144,241.255,244.436,246.573,247.237,247.378,246.662,245.004,245.243,247.853,247.023,247.489,247.922,246.87,243.663,238.851,240.39,247.845,248.194,248.477,247.018,239.518,234.223,228.202,228.505,233.086,236.396,241.047,249.776,255.256,257.966,257.495,260.548,263.74,264.269,264.526,265.18,267.125,271.491,278.281,271.483,264.251,258.604,249.857,238.805,231.119,229.206,226.147,221.503,217.933,213.157,208.45,206.694,204.759,203.947,202.551,201.835,201.744,200.66,199.891,199.485,198.646,197.875,197.305,196.587,196.175,195.676,195.557,195.179,195.475,195.226,195.685,195.379,195.659,195.514,195.553,194.963,195.171,195.001,195.205,195.275,194.886,194.457,194.207,194.239,194.117,193.778,193.639,193.581,193.525,193.919,194.035,194.518,194.283,194.469,194.323,193.387,196.234,198.318,202.845,202.839,201.125,196.276,195.953,198.163,199.255,194.338,195.735,195.561,195.07,195.117,195.207,193.921,192.267,193.199,193.848,193.945,193.341,192.748,193.005,193.475,194.144,194.602,194.119,193.96,
196.593,196.489,196.461,196.318,196,195.986,196.197,196.157,196.295,196.572,197.889,200.086,200.783,201.668,210.733,214.841,214.949,215.504,215.935,215.977,216.014,216.624,216.474,219.015,221.533,227.147,232.225,236.769,238.466,240.157,241.311,242.879,244.465,246.026,247.607,249.669,251.088,252.454,253.702,253.624,252.634,252.53,251.367,247.718,244.473,245.121,247.888,247.852,246.927,239.292,234.265,229.013,227.81,229.637,234.502,239.624,246.732,254.667,259.496,262.254,263.653,264.757,268.609,274.566,275.146,276.686,278.967,279.17,269.115,264.133,259.539,251.146,240.546,232.363,229.574,226.469,221.294,217.439,214.67,210.205,207.149,204.923,204.111,203.116,202.146,201.183,200.454,199.834,199.227,198.585,197.998,197.414,196.817,196.267,195.889,195.365,195.49,195.397,195.166,194.963,195.415,195.095,195.245,194.98,194.959,194.534,194.953,194.593,194.849,194.876,194.689,193.747,193.722,193.819,193.804,193.617,193.301,193.302,193.123,194.033,194.483,194.529,194.503,194.833,194.959,192.946,195.231,198.666,202.333,202.36,201.62,198.999,198.237,199.329,199.43,193.665,194.62,194.876,194.87,194.894,194.584,193.642,192.107,193.225,192.279,193.898,192.891,192.26,192.231,194.88,194.954,194.902,194.96,194.902,
196.485,196.348,196.251,196.024,195.93,195.783,196.212,196.352,196.535,196.956,200.604,200.027,200.681,202.195,211.65,215.749,216.147,216.405,216.317,215.941,215.865,215.934,215.794,218.345,221.573,228.684,232.31,235.808,237.423,237.735,238.566,239.081,239.922,242.4,246.204,247.049,248.303,252.584,254.743,254.48,252.796,252.019,251.409,250.375,249.434,248.761,247.809,245.893,240.249,235.108,230.37,227.404,227.744,230.442,235.026,240.82,248.358,255.702,259.988,263.055,265.282,265.131,264.971,265.946,267.473,275.912,280.478,267.408,263.273,257.826,250.802,240.548,233.118,229.82,227.143,222.309,218.874,215.528,210.551,207.316,205.013,204.155,203.569,202.108,201.038,200.41,200.224,199.925,199.002,198.765,198.328,197.64,197.083,197.035,196.023,195.781,195.511,195.087,195.436,195.35,195.121,194.956,195.37,195.036,194.757,194.249,194.566,194.373,194.383,193.997,193.798,193.651,193.515,193.407,193.427,193.38,193.088,193.063,192.935,194.138,194.831,194.973,194.978,195.039,194.891,192.715,193.606,199.524,202.031,202.021,200.548,200.486,200.15,199.834,193.185,193.069,194.031,194.677,194.931,194.684,194.478,193.402,192.139,193.436,193.705,193.481,192.697,192.263,192.205,192.251,192.483,192.878,194.942,195.072,
196.417,196.27,196.072,195.916,195.952,196.064,196.179,196.395,196.81,200.388,199.84,200.615,200.936,202.333,211.428,215.778,215.954,216.097,216.248,215.926,215.482,215.32,215.08,217.805,220.181,223.825,226.345,228.626,229.792,231.127,232.402,232.831,236.115,238.223,239.776,244.876,248.772,251.321,252.649,250.839,249.048,246.431,246.854,249.585,251.231,250.855,247.365,242.971,237.339,231.978,227.122,224.112,228.07,230.217,235.608,240.368,244.9,253.388,258.532,260.485,260.812,259.611,258.856,260.721,263.899,269.839,265.991,261.845,257.42,249.717,240.52,233.741,230.38,227.553,224.143,219.414,216.016,212.446,208.342,205.626,203.334,203.448,201.192,199.998,199.366,199.257,199.144,198.787,198.677,198.192,197.603,197.14,196.462,196.283,195.585,195.301,195.155,195.077,194.736,194.46,194.792,194.742,195.033,194.871,194.917,194.031,194.457,194.582,194.567,194.131,193.768,193.46,193.419,193.215,193.511,193.025,192.997,193.747,192.796,193.541,193.873,193.949,194.057,194.362,194.403,192.34,193.443,200.634,201.763,201.879,200.14,201.114,198.136,191.989,193.969,194.367,194.285,194.187,194.24,194.43,194.613,193.268,192.079,192.065,192.273,192.185,192.196,192.233,192.297,192.332,192.42,192.501,192.798,193.125,
